Date,Sport,Event,Time,Additional details,Location,Closest Metro,LEFT,Start time,RIGHT,End time
July 24,Rugby Sevens,Pool Rounds - men's,1530-2200,,Stade de France,Stade de France - Saint-Denis (RER D),1530,15:30,2200,22:00
July 24,Football,Group Stage (Men’s),1500-2300,8 matches,Multiple locations - check official documentation,,1500,15:00,2300,23:00
July 25,Handball,Preliminaries (Women’s),0900-1230,2 matches,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),0900,09:00,1230,12:30
July 25,Handball,Preliminaries (Women’s),1400-1730,2 matches,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),1400,14:00,1730,17:30
July 25,Handball,Preliminaries (Women’s),1900-2230,2 matches,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),1900,19:00,2230,22:30
July 25,Rugby Sevens,Pool Rounds - men's,1400-1700,,Stade de France,Stade de France - Saint-Denis (RER D),1400,14:00,1700,17:00
July 25,Rugby Sevens,"Placement Matches, Quarters - men's",2000-2300,,Stade de France,Stade de France - Saint-Denis (RER D),2000,20:00,2300,23:00
July 25,Football,Group Stage (Women’s),1700-2300,6 matches,Multiple locations - check official documentation,,1700,17:00,2300,23:00
July 25,Archery,Ranking Round (Women’s),0930-1230,,La Defense Arena (tentative),Puteaux (Metro 1),0930,09:30,1230,12:30
July 25,Archery,Ranking Round - men's,1415-1715,,La Defense Arena (tentative),Puteaux (Metro 1),1415,14:15,1715,17:15
July 26,Ceremony,Opening Ceremony,,,,,,:,,:
July 27,Canoe Slalom,Heats (M/W),1500-1910,"M C1, W K1",Vaires-sur-Marne Nautical Stadium,Vaires (Transilien Paris-Est),1500,15:00,1910,19:10
July 27,Rowing,Heats (M/W),0900-1310,"Single Sculls, Double Sculls, Quadruple Sculls",Vaires-sur-Marne Nautical Stadium,Vaires (Transilien Paris-Est),0900,09:00,1310,13:10
July 27,Judo,"Women’s -48kg, Men’s -60kg",1000-1400,Elimination & Medal Rounds,Two locations – check official documentation,Palais Royal-Musée du Louvre (Metro 1/7),1000,10:00,1400,14:00
July 27,Judo,"Women’s -48kg, Men’s -60kg",1600-1900,Elimination & Medal Rounds,Two locations – check official documentation,Palais Royal-Musée du Louvre (Metro 1/7),1600,16:00,1900,19:00
July 27,Hockey,Pool Stage (M/W),1000-1500,2 matches,Stade Roland Garros (Court Suzanne Lenglen),Porte d'Auteuil (Metro 10),1000,10:00,1500,15:00
July 27,Hockey,Pool Stage (M/W),1030-1530,2 matches,Stade Roland Garros (Court Suzanne Lenglen),Porte d'Auteuil (Metro 10),1030,10:30,1530,15:30
July 27,Hockey,Pool Stage (M/W),1700-2200,2 matches,Stade Roland Garros (Court Suzanne Lenglen),Porte d'Auteuil (Metro 10),1700,17:00,2200,22:00
July 27,Hockey,Pool Stage (M/W),1730-2230,2 matches,Stade Roland Garros (Court Suzanne Lenglen),Porte d'Auteuil (Metro 10),1730,17:30,2230,22:30
July 27,Badminton,Group Stage (M/W/Mixed),0830-1200,Singles & Doubles,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),0830,08:30,1200,12:00
July 27,Badminton,Group Stage (M/W/Mixed),1400-1730,Singles & Doubles,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),1400,14:00,1730,17:30
July 27,Badminton,Group Stage (M/W/Mixed),1930-2300,Singles & Doubles,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),1930,19:30,2300,23:00
July 27,Handball,Preliminaries - men's,0900-1230,2 matches,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),0900,09:00,1230,12:30
July 27,Handball,Preliminaries - men's,1400-1730,2 matches,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),1400,14:00,1730,17:30
July 27,Handball,Preliminaries - men's,1900-2230,2 matches,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),1900,19:00,2230,22:30
July 27,Rugby Sevens,"Placement Matches, Semis, Finals - men's",1430-2045,,Stade de France,Stade de France - Saint-Denis (RER D),1430,14:30,2045,20:45
July 27,Diving,Women’s Synchro 3m Springboard Final,1100-1200,,Stade Aquatique,Stade de France - Saint-Denis (RER D),1100,11:00,1200,12:00
July 27,Water polo,Preliminary round (2 matches) - women's,1400-1700,,Stade Aquatique,Stade de France - Saint-Denis (RER D),1400,14:00,1700,17:00
July 27,Water polo,Preliminary round (2 matches) - women's,1830-2130,,Stade Aquatique,Stade de France - Saint-Denis (RER D),1830,18:30,2130,21:30
July 27,Boxing,Round of 32 or 16 (W/M),1530-1755,"W 54kg, W 60kg",Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1530,15:30,1755,17:55
July 27,Boxing,Round of 32 or 16 (W/M),2000-2255,"M 63.5kg, M 80kg",Roland-Garros Stadium,Porte d'Auteuil (Metro 10),2000,20:00,2255,22:55
July 27,Tennis,M/W singles,1200-1700,Court Philippe Chartrier,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1200,12:00,1700,17:00
July 27,Tennis,M/W singles,1900-2300,Court Philippe Chartrier,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1900,19:00,2300,23:00
July 27,Tennis,"M/W singles, doubles",1200-1900,Court Suzanne Lenglen,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1200,12:00,1900,19:00
July 27,Tennis,"M/W singles, doubles",1200-1900,Court Simonne Mathieu,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1200,12:00,1900,19:00
July 27,Tennis,"M/W singles, doubles",1200-1900,Outside courts,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1200,12:00,1900,19:00
July 27,Table tennis,"M/W singles preliminary round, Mixed doubles round of 16",1500-1800,,Porte de Versailles Exhibition Centre,Porte de Versailles (Metro 12),1500,15:00,1800,18:00
July 27,Table tennis,M/W singles round 1,2000-2300,,Porte de Versailles Exhibition Centre,Porte de Versailles (Metro 12),2000,20:00,2300,23:00
July 27,Surfing,M/W round 1,1900-0430,0700-1630 Tahiti time,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),1900,19:00,0430,04:30
July 27,Swimming,"W 100m fly, W 400m free, M 100m breast, M 400m free, W 4x100m free relay, M 4x100m free relay heats",1100-1300,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),1100,11:00,1300,13:00
July 27,Swimming,"W 100m fly semis, M 400m free, W 400m free finals, M 100m breast semis, W 4x100m free relay, M 4x100m free relay finals",2030-2230,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),2030,20:30,2230,22:30
July 27,Football,Group Stage - men's,1500-2300,8 matches,Multiple locations - check official documentation,,1500,15:00,2300,23:00
July 27,Skateboard,Street preliminaries - men's,1200-1530,,La Courneuve Shooting Range,La Courneuve (Metro 13),1200,12:00,1530,15:30
July 27,Skateboard,Street medal final - men's,1700-1900,,La Courneuve Shooting Range,La Courneuve (Metro 13),1700,17:00,1900,19:00
July 27,Shooting,Men’s & Women’s 10m Air Pistol Qualification,0900-1345,,La Courneuve Shooting Range,La Courneuve (Metro 13),0900,09:00,1345,13:45
July 27,Shooting,Mixed Team 10m Air Rifle (Qualification & Final),1030-1150,,La Courneuve Shooting Range,La Courneuve (Metro 13),1030,10:30,1150,11:50
July 27,Volleyball,Preliminary round - men's,0900-1130,,Hall 6 Exhibition Centre Paris-Le Bourget,Le Bourget (RER B),0900,09:00,1130,11:30
July 27,Volleyball,Preliminary round - men's,1300-1530,,Hall 6 Exhibition Centre Paris-Le Bourget,Le Bourget (RER B),1300,13:00,1530,15:30
July 27,Volleyball,Preliminary round - men's,1700-1930,,Hall 6 Exhibition Centre Paris-Le Bourget,Le Bourget (RER B),1700,17:00,1930,19:30
July 27,Volleyball,Preliminary round - men's,2100-2330,,Hall 6 Exhibition Centre Paris-Le Bourget,Le Bourget (RER B),2100,21:00,2330,23:30
July 27,Fencing,"Women’s Epee, Men’s Sabre (Through Quarters)",1000-1640,,Grand Palais Éphémère,"Franklin D. Roosevelt (Metro 9), if Champs-Élysées - Clemenceau is closed",1000,10:00,1640,16:40
July 27,Fencing,"Women’s Epee, Men’s Sabre (Semis, Finals)",1900-2250,,Grand Palais Éphémère,"Franklin D. Roosevelt (Metro 9), if Champs-Élysées - Clemenceau is closed",1900,19:00,2250,22:50
July 27,Beach Volleyball,Preliminary Phase (M/W),1400-1600,2 matches,Eiffel Tower Beach Volleyball Stadium,Bir-Hakeim (Metro 6),1400,14:00,1600,16:00
July 27,Beach Volleyball,Preliminary Phase (M/W),1800-2000,2 matches,Eiffel Tower Beach Volleyball Stadium,Bir-Hakeim (Metro 6),1800,18:00,2000,20:00
July 27,Beach Volleyball,Preliminary Phase (M/W),2200-0000,2 matches,Eiffel Tower Beach Volleyball Stadium,Bir-Hakeim (Metro 6),2200,22:00,0000,00:00
July 27,Equestrian,Eventing Dressage,0930-1830,,Château de Versailles,Versailles Château - Rive Gauche (RER C),0930,09:30,1830,18:30
July 27,Road Cycling (time trial),Men’s & Women’s Individual Time Trial Finals,1430-1830,,Pont Alexandre III,Invalides (RER C and Metro 13/8),1430,14:30,1830,18:30
July 27,Artistic Gymnastics,Qualifications - men's,1100-1330,,Bercy Arena,Bercy (Metro 6),1100,11:00,1330,13:30
July 27,Artistic Gymnastics,Qualifications - men's,1530-1800,,Bercy Arena,Bercy (Metro 6),1530,15:30,1800,18:00
July 27,Artistic Gymnastics,Qualifications - men's,2000-2230,,Bercy Arena,Bercy (Metro 6),2000,20:00,2230,22:30
July 27,Basketball (Group),Group Phase (M),1100-1515,2 matches,Pierre Mauroy Stadium,Lille,1100,11:00,1515,15:15
July 27,Basketball (Group),Group Phase (M),1715-1900,1 match,Pierre Mauroy Stadium,Lille,1715,17:15,1900,19:00
July 27,Basketball (Group),Group Phase (M),2100-2245,1 match,Pierre Mauroy Stadium,Lille,2100,21:00,2245,22:45
July 28,Canoe slalom,"K1 semis, finals - women's",1530-1850,,Vaires-sur-Marne Nautical Stadium,Vaires (Transilien Paris-Est),1530,15:30,1850,18:50
July 28,Rowing,"W single sculls, M single sculls, W double sculls, M double sculls repechage, W coxless pair, M coxless pair, W lightweight double sculls, M lightweight double sculls, W coxless four, M coxless four heats",0900-1310,,Vaires-sur-Marne Nautical Stadium,Vaires (Transilien Paris-Est),0900,09:00,1310,13:10
July 28,Judo,"W -52kg, M -66kg elimination rounds",1000-1400,,Two locations – check official documentation,Palais Royal-Musée du Louvre (Metro 1/7),1000,10:00,1400,14:00
July 28,Judo,"W -52kg, M -66kg medal rounds",1600-1900,,Two locations – check official documentation,Palais Royal-Musée du Louvre (Metro 1/7),1600,16:00,1900,19:00
July 28,Hockey,Pool stage (2 matches) - women's,1000-1500,,Stade Roland Garros (Court Suzanne Lenglen),Porte d'Auteuil (Metro 10),1000,10:00,1500,15:00
July 28,Hockey,Pool stage (2 matches) - women's,1030-1530,,Stade Roland Garros (Court Suzanne Lenglen),Porte d'Auteuil (Metro 10),1030,10:30,1530,15:30
July 28,Hockey,Pool stage (2 matches) - men's,1700-2200,,Stade Roland Garros (Court Suzanne Lenglen),Porte d'Auteuil (Metro 10),1700,17:00,2200,22:00
July 28,Hockey,Pool stage (2 matches) - men's,1730-2230,,Stade Roland Garros (Court Suzanne Lenglen),Porte d'Auteuil (Metro 10),1730,17:30,2230,22:30
July 28,Badminton,M/W/Mixed singles & doubles group stage,0830-1200,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),0830,08:30,1200,12:00
July 28,Badminton,M/W/Mixed singles & doubles group stage,1400-1730,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),1400,14:00,1730,17:30
July 28,Badminton,M/W/Mixed singles & doubles group stage,1930-2300,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),1930,19:30,2300,23:00
July 28,Handball,Preliminaries (2 matches) - women's,0900-1230,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),0900,09:00,1230,12:30
July 28,Handball,Preliminaries (2 matches) - women's,1400-1730,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),1400,14:00,1730,17:30
July 28,Handball,Preliminaries (2 matches) - women's,1900-2230,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),1900,19:00,2230,22:30
July 28,Rugby sevens,Pool rounds - women's,1530-2200,,Stade de France,Stade de France - Saint-Denis (RER D),1530,15:30,2200,22:00
July 28,Water polo,Preliminary round (2 matches) - men's,1030-1330,,Stade Aquatique,Stade de France - Saint-Denis (RER D),1030,10:30,1330,13:30
July 28,Water polo,Preliminary round (2 matches) - men's,1500-1800,,Stade Aquatique,Stade de France - Saint-Denis (RER D),1500,15:00,1800,18:00
July 28,Water polo,Preliminary round (2 matches) - men's,1930-2230,,Stade Aquatique,Stade de France - Saint-Denis (RER D),1930,19:30,2230,22:30
July 28,Boxing,"W 50kg, W 66kg, M 51kg, M 57kg, M 71kg, M 92kg round of 32 or round of 16",1100-1310,,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1100,11:00,1310,13:10
July 28,Boxing,"W 50kg, W 66kg, M 51kg, M 57kg, M 71kg, M 92kg round of 32 or round of 16",1530-1740,,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1530,15:30,1740,17:40
July 28,Boxing,"W 50kg, W 75kg, M 71kg, M 92kg round of 32 or round of 16",2000-2210,,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),2000,20:00,2210,22:10
July 28,Tennis,M/W singles,1200-1700,Court Philippe Chartrier,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1200,12:00,1700,17:00
July 28,Tennis,M/W singles,1900-2300,Court Philippe Chartrier,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1900,19:00,2300,23:00
July 28,Tennis,"M/W singles, doubles",1200-1900,Court Suzanne Lenglen,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1200,12:00,1900,19:00
July 28,Tennis,"M/W singles, doubles",1200-1900,Court Simonne Mathieu,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1200,12:00,1900,19:00
July 28,Tennis,"M/W singles, doubles",1200-1900,Outside courts,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1200,12:00,1900,19:00
July 28,Table tennis,M/W singles round 1,1000-1400,,Porte de Versailles Exhibition Centre,Porte de Versailles (Metro 12),1000,10:00,1400,14:00
July 28,Table tennis,Mixed doubles quarters,1600-1800,,Porte de Versailles Exhibition Centre,Porte de Versailles (Metro 12),1600,16:00,1800,18:00
July 28,Table tennis,M/W singles round 1,2000-2300,,Porte de Versailles Exhibition Centre,Porte de Versailles (Metro 12),2000,20:00,2300,23:00
July 28,Surfing,M/W round 2,1900-0430,0700-1630 Tahiti time,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),1900,19:00,0430,04:30
July 28,Swimming,"M 200m free, M 400m IM, W 100m breast, M 100m back, W 200m free heats",1100-1300,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),1100,11:00,1300,13:00
July 28,Swimming,"M 400m IM, W 100m fly finals, M 200m free, W 100m breast, M 100m back semis, M 100m breast final, W 200m free semis",2030-2230,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),2030,20:30,2230,22:30
July 28,Football,Group stage (6 matches) - women's,1700-2300,,Multiple locations - check official documentation,,1700,17:00,2300,23:00
July 28,Sailing,"M/W windsurfing, skiff",1200-1900,,Marseille Marina,Vieux-Port - Hôtel de Ville (Metro 1),1200,12:00,1900,19:00
July 28,Archery,Team eliminations - women's,0930-1105,,La Defense Arena (tentative),Puteaux (Metro 1),0930,09:30,1105,11:05
July 28,Archery,Team medal rounds - women's,1415-1755,,La Defense Arena (tentative),Puteaux (Metro 1),1415,14:15,1755,17:55
July 28,Shooting,M/W 10m air rifle qualification,0915-1230,,La Courneuve Shooting Range,La Courneuve (Metro 13),0915,09:15,1230,12:30
July 28,Shooting,M/W 10m air pistol finals,0930-1305,,La Courneuve Shooting Range,La Courneuve (Metro 13),0930,09:30,1305,13:05
July 28,Skateboard,Street preliminaries - women's,1200-1530,,La Courneuve Shooting Range,La Courneuve (Metro 13),1200,12:00,1530,15:30
July 28,Skateboard,Street medal final - women's,1700-1900,,La Courneuve Shooting Range,La Courneuve (Metro 13),1700,17:00,1900,19:00
July 28,Volleyball,Preliminary round - women's,0900-1130,,Hall 6 Exhibition Centre Paris-Le Bourget,Le Bourget (RER B),0900,09:00,1130,11:30
July 28,Volleyball,Preliminary round - women's,1300-1530,,Hall 6 Exhibition Centre Paris-Le Bourget,Le Bourget (RER B),1300,13:00,1530,15:30
July 28,Volleyball,Preliminary round - men's,1700-1930,,Hall 6 Exhibition Centre Paris-Le Bourget,Le Bourget (RER B),1700,17:00,1930,19:30
July 28,Volleyball,Preliminary round - men's,2100-2330,,Hall 6 Exhibition Centre Paris-Le Bourget,Le Bourget (RER B),2100,21:00,2330,23:30
July 28,Fencing,"M épée, W foil through quarters",0930-1650,,Grand Palais Éphémère,"Franklin D. Roosevelt (Metro 9), if Champs-Élysées - Clemenceau is closed",0930,09:30,1650,16:50
July 28,Fencing,"M épée, W foil semis, medal finals",1900-2310,,Grand Palais Éphémère,"Franklin D. Roosevelt (Metro 9), if Champs-Élysées - Clemenceau is closed",1900,19:00,2310,23:10
July 28,Beach volleyball,M/W preliminary phase (4 matches),0900-1300,,Eiffel Tower Beach Volleyball Stadium,Bir-Hakeim (Metro 6),0900,09:00,1300,13:00
July 28,Beach volleyball,M/W preliminary phase (3 matches),1500-1800,,Eiffel Tower Beach Volleyball Stadium,Bir-Hakeim (Metro 6),1500,15:00,1800,18:00
July 28,Beach volleyball,M/W preliminary phase (3 matches),2000-2300,,Eiffel Tower Beach Volleyball Stadium,Bir-Hakeim (Metro 6),2000,20:00,2300,23:00
July 28,Equestrian,Eventing cross-country,1030-1530,,Château de Versailles,Versailles Château - Rive Gauche (RER C),1030,10:30,1530,15:30
July 28,Mountain bike,Cross-country final - women's,1400-1630,,Château de Versailles,Versailles Château - Rive Gauche (RER C),1400,14:00,1630,16:30
July 28,Basketball (Group),M/W group phase (2 matches),1100-1515,,Pierre Mauroy Stadium,Lille,1100,11:00,1515,15:15
July 28,Basketball (Group),M/W group phase (1 match),1715-1900,,Pierre Mauroy Stadium,Lille,1715,17:15,1900,19:00
July 28,Basketball (Group),M/W group phase (1 match),2100-2245,,Pierre Mauroy Stadium,Lille,2100,21:00,2245,22:45
July 28,Artistic gymnastics,Qualifications - women's,0930-1320,,Bercy Arena,Bercy (Metro 6),0930,09:30,1320,13:20
July 28,Artistic gymnastics,Qualifications - women's,1450-1630,,Bercy Arena,Bercy (Metro 6),1450,14:50,1630,16:30
July 28,Artistic gymnastics,Qualifications - women's,1800-1940,,Bercy Arena,Bercy (Metro 6),1800,18:00,1940,19:40
July 28,Artistic gymnastics,Qualifications - women's,2110-2250,,Bercy Arena,Bercy (Metro 6),2110,21:10,2250,22:50
July 29,Canoe Slalom,"C1 semis, finals - men's",1530-1830,,Vaires-sur-Marne Nautical Stadium,Vaires (Transilien Paris-Est),1530,15:30,1830,18:30
July 29,Rowing,"Rowing: M single sculls, W single sculls semis E/F, M coxless pair, W pairs, M lightweight double sculls, W lightweight double sculls, M quadruple sculls, W quadruple sculls repechage, M eight, W eight heats",0930-1220,,Vaires-sur-Marne Nautical Stadium,Vaires (Transilien Paris-Est),0930,09:30,1220,12:20
July 29,Judo,"W -57kg, M -73kg elimination rounds",1000-1400,,Two locations – check official documentation,Palais Royal-Musée du Louvre (Metro 1/7),1000,10:00,1400,14:00
July 29,Judo,"W -57kg, M -73kg medal rounds",1600-1900,,Two locations – check official documentation,Palais Royal-Musée du Louvre (Metro 1/7),1600,16:00,1900,19:00
July 29,Hockey,Pool stage (2 matches) - men's,1000-1500,,Stade Roland Garros (Court Suzanne Lenglen),Porte d'Auteuil (Metro 10),1000,10:00,1500,15:00
July 29,Hockey,Pool stage (2 matches) - women's,1030-1530,,Stade Roland Garros (Court Suzanne Lenglen),Porte d'Auteuil (Metro 10),1030,10:30,1530,15:30
July 29,Hockey,Pool stage (2 matches) - women's,1700-2200,,Stade Roland Garros (Court Suzanne Lenglen),Porte d'Auteuil (Metro 10),1700,17:00,2200,22:00
July 29,Hockey,Pool stage (2 matches) - women's,1730-2230,,Stade Roland Garros (Court Suzanne Lenglen),Porte d'Auteuil (Metro 10),1730,17:30,2230,22:30
July 29,Badminton,M/W/Mixed singles & doubles group stage,0830-1200,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),0830,08:30,1200,12:00
July 29,Badminton,M/W/Mixed singles & doubles group stage,1400-1730,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),1400,14:00,1730,17:30
July 29,Badminton,M/W/Mixed singles & doubles group stage,1930-2300,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),1930,19:30,2300,23:00
July 29,Handball,Preliminary round (2 matches) - men's,0900-1230,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),0900,09:00,1230,12:30
July 29,Handball,Preliminary round (2 matches) - men's,1400-1730,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),1400,14:00,1730,17:30
July 29,Handball,Preliminary round (2 matches) - men's,1900-2230,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),1900,19:00,2230,22:30
July 29,Rugby sevens,Rugby sevens: W pool rounds,1400-1700,,Stade de France,Stade de France - Saint-Denis (RER D),1400,14:00,1700,17:00
July 29,Rugby sevens,"Rugby sevens: W placement matches, quarters",2000-2300,,Stade de France,Stade de France - Saint-Denis (RER D),2000,20:00,2300,23:00
July 29,Diving,Synchro 10m platform final - men's,1100-1200,,Stade Aquatique,Stade de France - Saint-Denis (RER D),1100,11:00,1200,12:00
July 29,Water polo,Preliminary Round - women's,1400-1700,,Stade Aquatique,Stade de France - Saint-Denis (RER D),1400,14:00,1700,17:00
July 29,Water polo,Preliminary Round - women's,1830-2130,,Stade Aquatique,Stade de France - Saint-Denis (RER D),1830,18:30,2130,21:30
July 29,Boxing,"W 60kg, M 63.5kg, M +92kg round of 32 or 16",1100-1310,,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1100,11:00,1310,13:10
July 29,Boxing,"W 60kg, M 63.5kg, M +92kg round of 32 or 16",1530-1740,,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1530,15:30,1740,17:40
July 29,Boxing,"W 60kg, M 63.5kg, M +92kg round of 32 or 16",2000-2210,,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),2000,20:00,2210,22:10
July 29,Tennis,"M/W Singles, M/W/Mixed Doubles",1200-1900,"Court Suzanne Lenglen, Court Simonne Mathieu, outside courts",Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1200,12:00,1900,19:00
July 29,Tennis,M/W Singles,1200-1700,Court Philippe Chartrier,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1200,12:00,1700,17:00
July 29,Tennis,M/W Singles,1900-2300,Court Philippe Chartrier,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1900,19:00,2300,23:00
July 29,Table tennis,M/W Singles Round 1,1000-1400,,Porte de Versailles Exhibition Centre,Porte de Versailles (Metro 12),1000,10:00,1400,14:00
July 29,Table tennis,Mixed Doubles Semis,1600-1800,,Porte de Versailles Exhibition Centre,Porte de Versailles (Metro 12),1600,16:00,1800,18:00
July 29,Table tennis,M/W Singles Round 2,2000-2300,,Porte de Versailles Exhibition Centre,Porte de Versailles (Metro 12),2000,20:00,2300,23:00
July 29,Surfing,Surfing: M/W round 3,1900-0430,0700-1630 Tahiti time,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),1900,19:00,0430,04:30
July 29,Swimming,"Swimming: W 400m IM, W 100m back, M 800m free heats",1100-1300,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),1100,11:00,1300,13:00
July 29,Swimming,"Swimming: W 400m IM, M 200m free finals, W 100m back semis, M 100m back, W 100m breast, W 200m free finals",2030-2230,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),2030,20:30,2230,22:30
July 29,Sailing,"Sailing: M/W windsurfing, skiff",1200-1900,,Marseille Marina,Vieux-Port - Hôtel de Ville (Metro 1),1200,12:00,1900,19:00
July 29,Archery,Team eliminations - men's,0930-1105,,La Defense Arena (tentative),Puteaux (Metro 1),0930,09:30,1105,11:05
July 29,Archery,M team medal rounds,1415-1755,,La Defense Arena (tentative),Puteaux (Metro 1),1415,14:15,1755,17:55
July 29,Shooting,"Shooting: Mixed team 10m air pistol qualification, M/W 10m air rifle finals",0915-1305,,La Courneuve Shooting Range,La Courneuve (Metro 13),0915,09:15,1305,13:05
July 29,Shooting,Shooting: Trap qualification day 1 - men's,0900-1400,,La Courneuve Shooting Range,La Courneuve (Metro 13),0900,09:00,1400,14:00
July 29,Volleyball,Preliminary Round - women's,0900-1130,,Hall 6 Exhibition Centre Paris-Le Bourget,Le Bourget (RER B),0900,09:00,1130,11:30
July 29,Volleyball,Preliminary Round - women's,1300-1530,,Hall 6 Exhibition Centre Paris-Le Bourget,Le Bourget (RER B),1300,13:00,1530,15:30
July 29,Volleyball,Preliminary Round - women's,1700-1930,,Hall 6 Exhibition Centre Paris-Le Bourget,Le Bourget (RER B),1700,17:00,1930,19:30
July 29,Volleyball,Preliminary Round - women's,2100-2330,,Hall 6 Exhibition Centre Paris-Le Bourget,Le Bourget (RER B),2100,21:00,2330,23:30
July 29,Fencing,"M foil, W sabre through quarters",0930-1650,,Grand Palais Éphémère,"Franklin D. Roosevelt (Metro 9), if Champs-Élysées - Clemenceau is closed",0930,09:30,1650,16:50
July 29,Fencing,"M foil, W sabre semis, medal finals",1900-2310,,Grand Palais Éphémère,"Franklin D. Roosevelt (Metro 9), if Champs-Élysées - Clemenceau is closed",1900,19:00,2310,23:10
July 29,Beach Volleyball,M/W preliminary phase (4 matches),0900-1300,,Eiffel Tower Beach Volleyball Stadium,Bir-Hakeim (Metro 6),0900,09:00,1300,13:00
July 29,Beach Volleyball,M/W preliminary phase (3 matches),1500-1800,,Eiffel Tower Beach Volleyball Stadium,Bir-Hakeim (Metro 6),1500,15:00,1800,18:00
July 29,Beach Volleyball,M/W preliminary phase (3 matches),2000-2300,,Eiffel Tower Beach Volleyball Stadium,Bir-Hakeim (Metro 6),2000,20:00,2300,23:00
July 29,Equestrian,"Eventing jumping team final, ind. final",1100-1630,,Château de Versailles,Versailles Château - Rive Gauche (RER C),1100,11:00,1630,16:30
July 29,Mountain bike,Mountain bike: Cross-country final - men's,1400-1630,,Château de Versailles,Versailles Château - Rive Gauche (RER C),1400,14:00,1630,16:30
July 29,Artistic Gymnastics,Team final - men's,1730-2030,,Bercy Arena,Bercy (Metro 6),1730,17:30,2030,20:30
July 29,Basketball (Group),Group phase (2 matches) - women's,1100-1515,,Pierre Mauroy Stadium,Lille,1100,11:00,1515,15:15
July 29,Basketball (Group),W group phase (1 match),1715-1900,,Pierre Mauroy Stadium,Lille,1715,17:15,1900,19:00
July 29,Basketball (Group),W group phase (1 match),2100-2245,,Pierre Mauroy Stadium,Lille,2100,21:00,2245,22:45
July 30,Canoe slalom,"K1 heats - men's, C1 heats - women's",1500-1910,,Vaires-sur-Marne Nautical Stadium,Vaires (Transilien Paris-Est),1500,15:00,1910,19:10
July 30,Rowing,"W single sculls, M single sculls quarters, W double sculls, M double sculls semis, W four, M four repechage",0930-1150,,Vaires-sur-Marne Nautical Stadium,Vaires (Transilien Paris-Est),0930,09:30,1150,11:50
