Date,Sport,Event,Time,Additional details,Location,Closest Metro,LEFT,Start time,RIGHT,End time
August 7,Artistic swimming,Team acrobatic routine (medal final),1930-2115,,Bercy Arena,Bercy (Metro 6),1930,19:30,2115,21:15
August 7,Basketball,Quarters (2 matches) - women's,1100-1300,,Bercy Arena,Bercy (Metro 6),1100,11:00,1300,13:00
August 7,Basketball,Quarters (2 matches) - women's,1430-1630,,Bercy Arena,Bercy (Metro 6),1430,14:30,1630,16:30
August 7,Basketball,Quarters (2 matches) - women's,1800-2000,,Bercy Arena,Bercy (Metro 6),1800,18:00,2000,20:00
August 7,Basketball,Quarters (2 matches) - women's,2130-2330,,Bercy Arena,Bercy (Metro 6),2130,21:30,2330,23:30
August 8,Canoe sprint,"M C2 500m, M K4 500m, W C2 500m, W K4 500m semis and finals",1030-1430,,Vaires-sur-Marne Nautical Stadium,Vaires (Transilien Paris-Est),1030,10:30,1430,14:30
August 8,Hockey,Bronze-medal game - men's,1400-1600,,Stade Roland Garros (Court Suzanne Lenglen),Porte d'Auteuil (Metro 10),1400,14:00,1600,16:00
August 8,Hockey,Gold-medal game - men's,1900-2130,,Stade Roland Garros (Court Suzanne Lenglen),Porte d'Auteuil (Metro 10),1900,19:00,2130,21:30
August 8,Handball,Semifinals - women's,1630-1830,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),1630,16:30,1830,18:30
August 8,Handball,Semifinals - women's,2130-2330,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),2130,21:30,2330,23:30
August 8,Athletics,Heptathlon 100m hurdles - Women's,1005,,Stade de France,Stade de France - Saint-Denis (RER D),1005,10:05,1005,10:05
August 8,Athletics,Shot put qualification - Women's,1025,,Stade de France,Stade de France - Saint-Denis (RER D),1025,10:25,1025,10:25
August 8,Athletics,100m hurdles repechage - Women's,1035,,Stade de France,Stade de France - Saint-Denis (RER D),1035,10:35,1035,10:35
August 8,Athletics,Heptathlon high jump - Women's,1105,,Stade de France,Stade de France - Saint-Denis (RER D),1105,11:05,1105,11:05
August 8,Athletics,4x100m relay round 1 - Women's,1110,,Stade de France,Stade de France - Saint-Denis (RER D),1110,11:10,1110,11:10
August 8,Athletics,4x100m relay round 1 - Men's,1135,,Stade de France,Stade de France - Saint-Denis (RER D),1135,11:35,1135,11:35
August 8,Athletics,800m repechage - Men's,1200,,Stade de France,Stade de France - Saint-Denis (RER D),1200,12:00,1200,12:00
August 8,Athletics,Heptathlon shot put - Women's,1935,,Stade de France,Stade de France - Saint-Denis (RER D),1935,19:35,1935,19:35
August 8,Athletics,1500m semis - Women's,1935,,Stade de France,Stade de France - Saint-Denis (RER D),1935,19:35,1935,19:35
August 8,Athletics,Long jump final - Women's,2000,,Stade de France,Stade de France - Saint-Denis (RER D),2000,20:00,2000,20:00
August 8,Athletics,Javelin throw final - Men's,2025,,Stade de France,Stade de France - Saint-Denis (RER D),2025,20:25,2025,20:25
August 8,Athletics,200m final - Men's,2030,,Stade de France,Stade de France - Saint-Denis (RER D),2030,20:30,2030,20:30
August 8,Athletics,Heptathlon 200m - Women's,2055,,Stade de France,Stade de France - Saint-Denis (RER D),2055,20:55,2055,20:55
August 8,Athletics,400m hurdles final - Women's,2125,,Stade de France,Stade de France - Saint-Denis (RER D),2125,21:25,2125,21:25
August 8,Athletics,110m hurdles final - Men's,2145,,Stade de France,Stade de France - Saint-Denis (RER D),2145,21:45,2145,21:45
August 8,Diving,3m springboard semifinals - women's,1000-1200,,Stade Aquatique,Stade de France - Saint-Denis (RER D),1000,10:00,1200,12:00
August 8,Diving,3m springboard final - men's,1500-1700,,Stade Aquatique,Stade de France - Saint-Denis (RER D),1500,15:00,1700,17:00
August 8,Boxing,"W 75kg, M 57kg semis, W 54kg, M 51kg final",2130-2330,,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),2130,21:30,2330,23:30
August 8,Track cycling,"M sprint quarters, classification races, M omnium (medal final), W keirin",,,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),,:,,:
August 8,Table tennis,Team semifinals - men's,1000-1300,,Porte de Versailles Exhibition Centre,Porte de Versailles (Metro 12),1000,10:00,1300,13:00
August 8,Table tennis,Team semifinals - women's,1500-1800,,Porte de Versailles Exhibition Centre,Porte de Versailles (Metro 12),1500,15:00,1800,18:00
August 8,Table tennis,Team semifinals - women's,2000-2300,,Porte de Versailles Exhibition Centre,Porte de Versailles (Metro 12),2000,20:00,2300,23:00
August 8,Sport climbing,"W boulder/lead semis (lead), M speed medal finals",1000-1315,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),1000,10:00,1315,13:15
August 8,Marathon Swimming,10km marathon final - women's,0730-1030,,Pont Alexandre III,Invalides (RER C and Metro 13/8) or Franklin D. Roosevelt (Metro 1/8). Check ticket location and official website as bridge is closed. ,0730,07:30,1030,10:30
August 8,Football,Bronze-medal game - men's,1700-2000,,Multiple locations - check official documentation,,1700,17:00,2000,20:00
August 8,Sailing,M/W Kite medal series,1200-1900,,Marseille Marina,Vieux-Port - Hôtel de Ville (Metro 1),1200,12:00,1900,19:00
August 8,Golf,Golf round 2 - women's,0900-1800,,Golf National,Guyancourt (RER C),0900,09:00,1800,18:00
August 8,Beach volleyball,M/W semis (2 matches),1700-1900,,Eiffel Tower Beach Volleyball Stadium,Bir-Hakeim (Metro 6),1700,17:00,1900,19:00
August 8,Beach volleyball,M/W semis (2 matches),2100-2300,,Eiffel Tower Beach Volleyball Stadium,Bir-Hakeim (Metro 6),2100,21:00,2300,23:00
August 8,Modern pentathlon,M/W fencing ranking round,1100-1730,,Château de Versailles,Versailles Château - Rive Gauche (RER C),1100,11:00,1730,17:30
August 8,Rhythmic gymnastics,Ind. All-around qualification,1000-1300,,Château de Versailles,Versailles Château - Rive Gauche (RER C),1000,10:00,1300,13:00
August 8,Rhythmic gymnastics,Ind. all-around qualification,1500-1800,,Château de Versailles,Versailles Château - Rive Gauche (RER C),1500,15:00,1800,18:00
August 8,Taekwondo,"M 68kg, W 57kg qualification rounds",0900-1230,,Champ de Mars Arena,Ecole Militaire (Metro 8),0900,09:00,1230,12:30
August 8,Taekwondo,"M 68kg, W 57kg quarters, semis",1430-1730,,Champ de Mars Arena,Ecole Militaire (Metro 8),1430,14:30,1730,17:30
August 8,Taekwondo,"M 68kg, W 57kg repechage rounds and medal finals",1930-2300,,Champ de Mars Arena,Ecole Militaire (Metro 8),1930,19:30,2300,23:00
August 8,Basketball,Semifinals - men's,1730-1930,,Bercy Arena,Bercy (Metro 6),1730,17:30,1930,19:30
August 8,Basketball,Semifinals - men's,2100-2300,,Bercy Arena,Bercy (Metro 6),2100,21:00,2300,23:00
August 8,Weightlifting,59kg final - women's,1500-1730,,Le Bourget Exhibition Centre,Le Bourget (RER B),1500,15:00,1730,17:30
August 8,Weightlifting,73kg final - men's,1930-2200,,Le Bourget Exhibition Centre,Le Bourget (RER B),1930,19:30,2200,22:00
August 9,Canoe sprint,"M K2 500m, W C1 200m, W K2 500m semis and finals",1030-1440,,Vaires-sur-Marne Nautical Stadium,Vaires (Transilien Paris-Est),1030,10:30,1440,14:40
August 9,Wrestling,"M freestyle 57kg, M freestyle 86kg, W freestyle 57kg repechage, M freestyle 74kg, M freestyle 125kg, W freestyle 62kg round of 16 and quarters",1100-1330,,Two locations – check official documentation,,1100,11:00,1330,13:30
August 9,Wrestling,"M freestyle 74kg, M freestyle 125kg, W freestyle 62kg semis, M freestyle 57kg, M freestyle 86kg, W freestyle 57kg medal finals",1815-2145,,Two locations – check official documentation,,1815,18:15,2145,21:45
August 9,Hockey,Bronze-medal game - women's,1400-1600,,Stade Roland Garros (Court Suzanne Lenglen),Porte d'Auteuil (Metro 10),1400,14:00,1600,16:00
August 9,Hockey,Gold-medal game - women's,2000-2230,,Stade Roland Garros (Court Suzanne Lenglen),Porte d'Auteuil (Metro 10),2000,20:00,2230,22:30
August 9,Handball,Semifinals - men's,1630-1830,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),1630,16:30,1830,18:30
August 9,Handball,Semifinals - men's,2130-2330,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),2130,21:30,2330,23:30
August 9,Athletics,Heptathlon long jump - Women's,1005,,Stade de France,Stade de France - Saint-Denis (RER D),1005,10:05,1005,10:05
August 9,Athletics,4x400m relay round 1 - Women's,1040,,Stade de France,Stade de France - Saint-Denis (RER D),1040,10:40,1040,10:40
August 9,Athletics,4x400m relay round 1 - Men's,1105,,Stade de France,Stade de France - Saint-Denis (RER D),1105,11:05,1105,11:05
August 9,Athletics,Heptathlon javelin throw A - Women's,1120,,Stade de France,Stade de France - Saint-Denis (RER D),1120,11:20,1120,11:20
August 9,Athletics,800m semis - Men's,1130,,Stade de France,Stade de France - Saint-Denis (RER D),1130,11:30,1130,11:30
August 9,Athletics,100m hurdles semis - Women's,1205,,Stade de France,Stade de France - Saint-Denis (RER D),1205,12:05,1205,12:05
August 9,Athletics,Heptathlon javelin throw B - Women's,1230,,Stade de France,Stade de France - Saint-Denis (RER D),1230,12:30,1230,12:30
August 9,Athletics,4x100m relay final - Women's,1930,,Stade de France,Stade de France - Saint-Denis (RER D),1930,19:30,1930,19:30
August 9,Athletics,Shot put final - Women's,1940,,Stade de France,Stade de France - Saint-Denis (RER D),1940,19:40,1940,19:40
August 9,Athletics,4x100m relay final - Men's,1945,,Stade de France,Stade de France - Saint-Denis (RER D),1945,19:45,1945,19:45
August 9,Athletics,400m final - Women's,2000,,Stade de France,Stade de France - Saint-Denis (RER D),2000,20:00,2000,20:00
August 9,Athletics,Triple jump final - Men's,2010,,Stade de France,Stade de France - Saint-Denis (RER D),2010,20:10,2010,20:10
August 9,Athletics,Heptathlon 800m final - Women's,2015,,Stade de France,Stade de France - Saint-Denis (RER D),2015,20:15,2015,20:15
August 9,Athletics,"10,000m final - Women's",2055,,Stade de France,Stade de France - Saint-Denis (RER D),2055,20:55,2055,20:55
August 9,Athletics,400m hurdles final - Men's,2145,,Stade de France,Stade de France - Saint-Denis (RER D),2145,21:45,2145,21:45
August 9,Diving,M 10m platform preliminary,1000-1200,,Stade Aquatique,Stade de France - Saint-Denis (RER D),1000,10:00,1200,12:00
August 9,Diving,3m springboard final - women's,1500-1700,,Stade Aquatique,Stade de France - Saint-Denis (RER D),1500,15:00,1700,17:00
August 9,Water polo,M classification matches & semis (2 matches),1300-1600,,Stade Aquatique,Stade de France - Saint-Denis (RER D),1300,13:00,1600,16:00
August 9,Water polo,M classification matches & semis (2 matches),1800-2100,,Stade Aquatique,Stade de France - Saint-Denis (RER D),1800,18:00,2100,21:00
August 9,Boxing,"W 50kg, W 66kg, M 71kg, M 92kg final",2130-2330,,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),2130,21:30,2330,23:30
August 9,Breaking,Individual qualifying - women's,1600-1810,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),1600,16:00,1810,18:10
August 9,Breaking,Individual final - women's,2000-2200,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),2000,20:00,2200,22:00
August 9,Track cycling,"M sprint semis, W sprint qualifying, early rounds, repechage rounds",1400-1600,,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1400,14:00,1600,16:00
August 9,Track cycling,"M sprint medal finals, W Madison final, W sprint early rounds, repechage rounds",1800-2015,,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1800,18:00,2015,20:15
August 9,Table tennis,Team bronze medal final - men's,1000-1300,,Porte de Versailles Exhibition Centre,Porte de Versailles (Metro 12),1000,10:00,1300,13:00
August 9,Table tennis,Team gold medal final - men's,1500-1830,,Porte de Versailles Exhibition Centre,Porte de Versailles (Metro 12),1500,15:00,1830,18:30
August 9,Sport climbing,Boulder/Lead medal final - men's ,1000-1330,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),1000,10:00,1330,13:30
August 9,Marathon Swimming,10km marathon final - men's,0730-1030,,Pont Alexandre III,Invalides (RER C and Metro 13/8) or Franklin D. Roosevelt (Metro 1/8). Check ticket location and official website as bridge is closed. ,0730,07:30,1030,10:30
August 9,Football,Bronze-medal game - women's,1500-1800,,Multiple locations - check official documentation,,1500,15:00,1800,18:00
August 9,Football,Gold-medal game - men's,1800-2130,,Multiple locations - check official documentation,,1800,18:00,2130,21:30
August 9,Weightlifting,89kg final - men's,1500-1730,,Le Bourget Exhibition Centre,Le Bourget (RER B),1500,15:00,1730,17:30
August 9,Weightlifting,71kg final - women's,1930-2200,,Le Bourget Exhibition Centre,Le Bourget (RER B),1930,19:30,2200,22:00
August 9,Volleyball,Bronze-medal game - men's,1600-1830,,Hall 6 Exhibition Centre Paris-Le Bourget,Le Bourget (RER B),1600,16:00,1830,18:30
August 9,Golf,Golf round 3 - women's,0900-1800,,Golf National,Guyancourt (RER C),0900,09:00,1800,18:00
August 9,Beach volleyball,M or W medal finals (2 matches),2100-0000,,Eiffel Tower Beach Volleyball Stadium,Bir-Hakeim (Metro 6),2100,21:00,0000,00:00
August 9,Modern pentathlon,Semi-final 1 and semi-final 2 - men's,1300-1900,,Château de Versailles,Versailles Château - Rive Gauche (RER C),1300,13:00,1900,19:00
August 9,Rhythmic gymnastics,Group all-around qualification,1000-1230,,Château de Versailles,Versailles Château - Rive Gauche (RER C),1000,10:00,1230,12:30
August 9,Rhythmic gymnastics,Ind. all-around final,1430-1700,,Château de Versailles,Versailles Château - Rive Gauche (RER C),1430,14:30,1700,17:00
August 9,Taekwondo,"M 80kg, W 67kg qualification rounds",0900-1230,,Champ de Mars Arena,Ecole Militaire (Metro 8),0900,09:00,1230,12:30
August 9,Taekwondo,"M 80kg, W 67kg quarters, semis",1430-1730,,Champ de Mars Arena,Ecole Militaire (Metro 8),1430,14:30,1730,17:30
August 9,Taekwondo,"M 80kg, W 67kg repechage rounds and medal finals",1930-2300,,Champ de Mars Arena,Ecole Militaire (Metro 8),1930,19:30,2300,23:00
August 9,Artistic swimming,Duet technical routine,1930-2130,,Bercy Arena,Bercy (Metro 6),1930,19:30,2130,21:30
August 9,Basketball,Semifinals - women's,1730-1930,,Bercy Arena,Bercy (Metro 6),1730,17:30,1930,19:30
August 9,Basketball,Semifinals - women's,2100-2300,,Bercy Arena,Bercy (Metro 6),2100,21:00,2300,23:00
August 10,Canoe sprint,"M C1 1000m, M K1 1000m, W K1 500m semis and finals",1030-1420,,Vaires-sur-Marne Nautical Stadium,Vaires (Transilien Paris-Est),1030,10:30,1420,14:20
August 10,Wrestling,"M freestyle 74kg, M freestyle 125kg, W freestyle 62kg repechage, M freestyle 65kg, M freestyle 97kg, W freestyle 76kg round of 16 and quarters",1100-1330,,Two locations – check official documentation,,1100,11:00,1330,13:30
August 10,Wrestling,"M freestyle 65kg, M freestyle 97kg, W freestyle 76kg semis, M freestyle 74kg, M freestyle 125kg, W freestyle 62kg medal finals",1815-2145,,Two locations – check official documentation,,1815,18:15,2145,21:45
August 10,Handball,Bronze-medal game - women's,1000-1200,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),1000,10:00,1200,12:00
August 10,Handball,Gold-medal game - women's,1500-1730,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),1500,15:00,1730,17:30
August 10,Athletics,Marathon final - Men's,0800-1100,,Stade de France,Stade de France - Saint-Denis (RER D),0800,08:00,1100,11:00
August 10,Athletics,High jump final - Men's,1910,,Stade de France,Stade de France - Saint-Denis (RER D),1910,19:10,1910,19:10
August 10,Athletics,800m final - Men's,1925,,Stade de France,Stade de France - Saint-Denis (RER D),1925,19:25,1925,19:25
August 10,Athletics,Javelin throw final - Women's,1940,,Stade de France,Stade de France - Saint-Denis (RER D),1940,19:40,1940,19:40
August 10,Athletics,100m hurdles final - Women's,1945,,Stade de France,Stade de France - Saint-Denis (RER D),1945,19:45,1945,19:45
August 10,Athletics,5000m final - Men's,2000,,Stade de France,Stade de France - Saint-Denis (RER D),2000,20:00,2000,20:00
August 10,Athletics,1500m final - Women's,2025,,Stade de France,Stade de France - Saint-Denis (RER D),2025,20:25,2025,20:25
August 10,Athletics,4x400m relay final - Men's,2112,,Stade de France,Stade de France - Saint-Denis (RER D),2112,21:12,2112,21:12
August 10,Athletics,4x400m relay final - Women's,2122,,Stade de France,Stade de France - Saint-Denis (RER D),2122,21:22,2122,21:22
August 10,Diving,M 10m platform semis,1000-1200,,Stade Aquatique,Stade de France - Saint-Denis (RER D),1000,10:00,1200,12:00
August 10,Diving,10m platform final - men's,1500-1700,,Stade Aquatique,Stade de France - Saint-Denis (RER D),1500,15:00,1700,17:00
August 10,Water polo,Bronze-medal game - women's,0900-1200,,Stade Aquatique,Stade de France - Saint-Denis (RER D),0900,09:00,1200,12:00
August 10,Water polo,"W/M classification matches, W gold-medal game",1400-2100,,Stade Aquatique,Stade de France - Saint-Denis (RER D),1400,14:00,2100,21:00
August 10,Boxing,"W 57kg, W 75kg, M 57kg, M +92kg final",2130-2330,,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),2130,21:30,2330,23:30
August 10,Breaking,Individual qualifying - men's,1600-1810,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),1600,16:00,1810,18:10
August 10,Breaking,Individual final - men's ,2000-2200,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),2000,20:00,2200,22:00
August 10,Track cycling,"M keirin first round, repechage, M Madison final, W sprint quarters, classification races",1700-2020,,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1700,17:00,2020,20:20
August 10,Table tennis,Team bronze medal final - women's,1000-1300,,Porte de Versailles Exhibition Centre,Porte de Versailles (Metro 12),1000,10:00,1300,13:00
August 10,Table tennis,Team gold medal final - women's,1500-1830,,Porte de Versailles Exhibition Centre,Porte de Versailles (Metro 12),1500,15:00,1830,18:30
August 10,Sport climbing,Boulder/lead medal final - women's ,1000-1330,,Place de la Concorde,Palais Royal-Musée du Louvre (Metro 1/7) closed 3-4 August. Second best: Auber (RER),1000,10:00,1330,13:30
August 10,Football,Gold-medal game - women's,1700-2030,,Multiple locations - check official documentation,,1700,17:00,2030,20:30
August 10,Weightlifting,102kg final - men's,1130-1400,,Le Bourget Exhibition Centre,Le Bourget (RER B),1130,11:30,1400,14:00
August 10,Weightlifting,81kg final - women's,1600-1830,,Le Bourget Exhibition Centre,Le Bourget (RER B),1600,16:00,1830,18:30
August 10,Weightlifting,102kg+ final - men's,2030-2300,,Le Bourget Exhibition Centre,Le Bourget (RER B),2030,20:30,2300,23:00
August 10,Volleyball,Gold-medal game - men's,1300-1545,,Hall 6 Exhibition Centre Paris-Le Bourget,Le Bourget (RER B),1300,13:00,1545,15:45
August 10,Volleyball,Bronze-medal game - women's,1715-1945,,Hall 6 Exhibition Centre Paris-Le Bourget,Le Bourget (RER B),1715,17:15,1945,19:45
August 10,Golf,Golf round 4 (medal final) - women's,0900-1830,,Golf National,Guyancourt (RER C),0900,09:00,1830,18:30
August 10,Beach volleyball,M or W medal finals (2 matches),2100-0000,,Eiffel Tower Beach Volleyball Stadium,Bir-Hakeim (Metro 6),2100,21:00,0000,00:00
August 10,Modern pentathlon,Semi-final 1 and semi-final 2 - women's,0930-1530,,Château de Versailles,Versailles Château - Rive Gauche (RER C),0930,09:30,1530,15:30
August 10,Modern pentathlon,Final - men's,1730-2000,,Château de Versailles,Versailles Château - Rive Gauche (RER C),1730,17:30,2000,20:00
August 10,Rhythmic gymnastics,Group all-around final,1400-1545,,Château de Versailles,Versailles Château - Rive Gauche (RER C),1400,14:00,1545,15:45
August 10,Taekwondo,"M +80kg, W +67kg qualification rounds",0900-1230,,Champ de Mars Arena,Ecole Militaire (Metro 8),0900,09:00,1230,12:30
August 10,Taekwondo,"M +80kg, W +67kg quarters, semis",1430-1730,,Champ de Mars Arena,Ecole Militaire (Metro 8),1430,14:30,1730,17:30
August 10,Taekwondo,"M +80kg, W +67kg repechage rounds and medal finals",1930-2300,,Champ de Mars Arena,Ecole Militaire (Metro 8),1930,19:30,2300,23:00
August 10,Artistic swimming,Duet free routine (medal final),1930-2200,,Bercy Arena,Bercy (Metro 6),1930,19:30,2200,22:00
August 10,Basketball,Bronze-medal game - men's,1100-1300,,Bercy Arena,Bercy (Metro 6),1100,11:00,1300,13:00
August 10,Basketball,Gold-medal game - men's,2130-0000,,Bercy Arena,Bercy (Metro 6),2130,21:30,0000,00:00
August 11,Athletics,Marathon final - Women's,0800-1115,,Stade de France,Stade de France - Saint-Denis (RER D),0800,08:00,1115,11:15
August 11,Basketball,Bronze-medal game - women's,1130-1330,,Bercy Arena,Bercy (Metro 6),1130,11:30,1330,13:30
August 11,Basketball,Gold-medal game - women's,1530-1800,,Bercy Arena,Bercy (Metro 6),1530,15:30,1800,18:00
August 11,Handball,Bronze-medal game - men's,0900-1100,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),0900,09:00,1100,11:00
August 11,Handball,Gold-medal game - men's,1330-1600,,Stade Pierre de Coubertin,Porte de Vincennes (Metro 1),1330,13:30,1600,16:00
August 11,Modern pentathlon,Final - women's,1100-1330,,Château de Versailles,Versailles Château - Rive Gauche (RER C),1100,11:00,1330,13:30
August 11,Track cycling,"M keirin quarters, semis, medal finals, W sprint semis, medal finals, W omnium (medal final)",1100-1440,,Roland-Garros Stadium,Porte d'Auteuil (Metro 10),1100,11:00,1440,14:40
August 11,Volleyball,Gold-medal game - women's,1300-1545,,Hall 6 Exhibition Centre Paris-Le Bourget,Le Bourget (RER B),1300,13:00,1545,15:45
August 11,Water polo,Bronze-medal game - men's,0900-1200,,Stade Aquatique,Stade de France - Saint-Denis (RER D),0900,09:00,1200,12:00
August 11,Water polo,Gold-medal game - men's,1400-1550,,Stade Aquatique,Stade de France - Saint-Denis (RER D),1400,14:00,1550,15:50
August 11,Weightlifting,81kg+ final - women's,1130-1400,,Le Bourget Exhibition Centre,Le Bourget (RER B),1130,11:30,1400,14:00
August 11,Wrestling,"M freestyle 65kg, M freestyle 97kg, W freestyle 76kg repechage and medal finals",1100-1415,,Two locations – check official documentation,,1100,11:00,1415,14:15
August 11,-,Closing Ceremony,-,,#N/A,#N/A,-,-:-,-,-:-
